Iteration,Accuracy (approx),Average Population Generality,Macropopulation Size,Micropopulation Size,Match Set Size,Action Set Size,Average Iteration Age of Action Set Classifiers,# Classifiers Subsumed in Iteration,# Crossover Operations Performed in Iteration,# Mutation Operations Performed in Iteration,# Covering Operations Performed in Iteration,# Deletion Operations Performed in Iteration,Total Global Time,Total Matching Time,Total Deletion Time,Total Subsumption Time,Total GA Time,Total Evaluation Time
201,0.64,0,61,65,34,21,119.63636363636364,0,0,0,0,0,60.61980938911438,0.009228229522705078,6.365776062011719e-05,0.0003924369812011719,0.016665220260620117,0.00039505958557128906
202,0.64,0,61,65,36,19,103.55,0,0,0,0,0,60.61996006965637,0.00930929183959961,6.389617919921875e-05,0.0003924369812011719,0.016665220260620117,0.0003972053527832031
203,0.64,0,61,65,39,18,132.5,0,0,0,0,0,60.62011647224426,0.009389638900756836,6.437301635742188e-05,0.0003924369812011719,0.016665220260620117,0.0004017353057861328
204,0.64,0,61,65,29,18,109.3157894736842,0,0,0,0,0,60.62025833129883,0.009463787078857422,6.461143493652344e-05,0.0003924369812011719,0.016665220260620117,0.00040340423583984375
205,0.64,0,61,65,27,13,123.35714285714286,0,0,0,0,0,60.6203932762146,0.009547233581542969,6.4849853515625e-05,0.0003924369812011719,0.016665220260620117,0.0004050731658935547
206,0.64,0,63,67,27,9,115.55555555555556,0,0,1,0,0,60.62060594558716,0.009614944458007812,6.508827209472656e-05,0.0004203319549560547,0.016734600067138672,0.0004067420959472656
207,0.64,0,63,67,29,14,104.0,0,0,0,0,0,60.62073826789856,0.009687662124633789,6.556510925292969e-05,0.0004203319549560547,0.016734600067138672,0.0004086494445800781
208,0.62,0,63,67,12,6,109.28571428571429,0,0,0,0,0,60.620829343795776,0.009745121002197266,6.604194641113281e-05,0.0004203319549560547,0.016734600067138672,0.0004105567932128906
209,0.6,0,63,67,19,10,95.45454545454545,0,0,0,0,0,60.620935916900635,0.009808063507080078,6.67572021484375e-05,0.0004203319549560547,0.016734600067138672,0.0004127025604248047
210,0.62,0,63,67,15,3,137.33333333333331,0,0,0,0,0,60.621044874191284,0.009872198104858398,6.699562072753906e-05,0.0004203319549560547,0.016734600067138672,0.0004143714904785156
211,0.6,0,63,67,20,11,111.16666666666667,0,0,0,0,0,60.62115812301636,0.009938240051269531,6.723403930664062e-05,0.0004203319549560547,0.016734600067138672,0.0004165172576904297
212,0.6,0,63,67,18,8,134.44444444444446,0,0,0,0,0,60.62126278877258,0.010002851486206055,6.747245788574219e-05,0.0004203319549560547,0.016734600067138672,0.0004184246063232422
213,0.6,0,63,67,19,9,84.66666666666666,0,0,0,0,0,60.62137985229492,0.01007533073425293,6.794929504394531e-05,0.0004203319549560547,0.016734600067138672,0.0004203319549560547
214,0.6,0,63,67,29,14,132.28571428571428,0,0,0,0,0,60.621514081954956,0.010149717330932617,6.818771362304688e-05,0.0004203319549560547,0.016734600067138672,0.0004220008850097656
215,0.62,0,63,67,24,8,153.44444444444446,0,0,0,0,0,60.6216299533844,0.010222673416137695,6.866455078125e-05,0.0004203319549560547,0.016734600067138672,0.0004241466522216797
216,0.62,0,65,69,21,11,103.5,0,1,1,0,0,60.62186598777771,0.010292768478393555,6.890296936035156e-05,0.0004508495330810547,0.01681828498840332,0.0004260540008544922
217,0.62,0,65,69,35,16,136.125,0,0,0,0,0,60.62201642990112,0.010373592376708984,6.937980651855469e-05,0.0004508495330810547,0.01681828498840332,0.00042819976806640625
218,0.62,0,65,69,31,14,135.35714285714286,0,0,0,0,0,60.62216639518738,0.010452508926391602,6.961822509765625e-05,0.0004508495330810547,0.01681828498840332,0.0004303455352783203
219,0.62,0,65,69,31,20,127.57142857142857,0,0,0,0,0,60.62230849266052,0.010528087615966797,6.985664367675781e-05,0.0004508495330810547,0.01681828498840332,0.0004322528839111328
220,0.62,0,65,69,10,3,133.66666666666669,0,0,0,0,0,60.622392654418945,0.010585546493530273,7.009506225585938e-05,0.0004508495330810547,0.01681828498840332,0.0004341602325439453
221,0.62,0,65,69,23,14,124.46666666666667,0,0,0,0,0,60.622514963150024,0.010655879974365234,7.033348083496094e-05,0.0004508495330810547,0.01681828498840332,0.00043582916259765625
222,0.62,0,65,69,8,5,103.4,0,0,0,0,0,60.622604846954346,0.010715723037719727,7.05718994140625e-05,0.0004508495330810547,0.01681828498840332,0.0004374980926513672
223,0.62,0,66,71,19,5,171.57142857142856,0,0,1,0,0,60.62276864051819,0.010779857635498047,7.081031799316406e-05,0.0004723072052001953,0.016860008239746094,0.0004391670227050781
224,0.62,0,66,71,28,16,127.6470588235294,0,0,0,0,0,60.62295603752136,0.010852336883544922,7.128715515136719e-05,0.0004723072052001953,0.01691150665283203,0.00044083595275878906
225,0.64,0,66,71,25,12,124.41666666666667,0,0,0,0,0,60.62307620048523,0.010921478271484375,7.152557373046875e-05,0.0004723072052001953,0.01691150665283203,0.00044274330139160156
226,0.66,0,66,71,34,20,126.23809523809524,0,0,0,0,0,60.6232213973999,0.010999441146850586,7.200241088867188e-05,0.0004723072052001953,0.01691150665283203,0.0004448890686035156
227,0.66,0,67,73,31,14,131.33333333333331,0,0,1,0,0,60.62344312667847,0.011078596115112305,7.224082946777344e-05,0.0004978179931640625,0.016968727111816406,0.0004467964172363281
228,0.66,0,67,73,14,7,158.625,0,0,0,0,0,60.62354779243469,0.011145830154418945,7.2479248046875e-05,0.0004978179931640625,0.016968727111816406,0.0004489421844482422
229,0.66,0,67,73,29,12,111.6923076923077,0,0,0,0,0,60.623672008514404,0.011219978332519531,7.271766662597656e-05,0.0004978179931640625,0.016968727111816406,0.0004508495330810547
230,0.66,0,67,73,42,22,135.17391304347825,0,0,0,0,0,60.62383151054382,0.011303901672363281,7.295608520507812e-05,0.0004978179931640625,0.016968727111816406,0.00045299530029296875
231,0.66,0,67,73,33,12,162.58333333333331,0,0,0,0,0,60.62396860122681,0.01138448715209961,7.319450378417969e-05,0.0004978179931640625,0.016968727111816406,0.00045490264892578125
232,0.66,0,67,73,21,11,103.75,0,0,0,0,0,60.62408518791199,0.011455059051513672,7.343292236328125e-05,0.0004978179931640625,0.016968727111816406,0.00045680999755859375
233,0.66,0,67,73,18,12,122.07692307692308,0,0,0,0,0,60.624202489852905,0.011523723602294922,7.390975952148438e-05,0.0004978179931640625,0.016968727111816406,0.0004584789276123047
234,0.66,0,67,73,31,16,145.23529411764707,0,0,0,0,0,60.62434124946594,0.011600971221923828,7.43865966796875e-05,0.0004978179931640625,0.016968727111816406,0.0004603862762451172
235,0.66,0,67,73,28,15,110.0625,0,0,0,0,0,60.62447118759155,0.011675357818603516,7.486343383789062e-05,0.0004978179931640625,0.016968727111816406,0.0004620552062988281
236,0.66,0,67,73,22,9,178.55555555555554,0,0,0,0,0,60.624584674835205,0.011745214462280273,7.510185241699219e-05,0.0004978179931640625,0.016968727111816406,0.0004642009735107422
237,0.66,0,67,73,23,7,163.0,0,0,0,0,0,60.62469553947449,0.011817693710327148,7.534027099609375e-05,0.0004978179931640625,0.016968727111816406,0.0004658699035644531
238,0.64,0,67,73,9,7,117.125,0,0,0,0,0,60.624786376953125,0.01187586784362793,7.557868957519531e-05,0.0004978179931640625,0.016968727111816406,0.00046753883361816406
239,0.64,0,67,73,25,14,136.6,0,0,0,0,0,60.624915599823,0.01195073127746582,7.581710815429688e-05,0.0004978179931640625,0.016968727111816406,0.0004696846008300781
240,0.64,0,67,73,21,14,106.66666666666666,0,0,0,0,0,60.62505578994751,0.012020349502563477,7.605552673339844e-05,0.0004978179931640625,0.016968727111816406,0.0004718303680419922
241,0.66,0,67,73,28,16,138.70588235294116,0,0,0,0,0,60.62519311904907,0.012097597122192383,7.653236389160156e-05,0.0004978179931640625,0.016968727111816406,0.0004734992980957031
242,0.66,0,67,73,31,16,150.70588235294116,0,0,0,0,0,60.62533736228943,0.012180566787719727,7.677078247070312e-05,0.0004978179931640625,0.016968727111816406,0.0004754066467285156
243,0.68,0,67,73,29,20,138.38095238095238,0,0,0,0,0,60.62548327445984,0.012258768081665039,7.700920104980469e-05,0.0004978179931640625,0.016968727111816406,0.0004773139953613281
244,0.68,0,67,73,17,5,136.0,0,0,0,0,0,60.62558650970459,0.012328147888183594,7.724761962890625e-05,0.0004978179931640625,0.016968727111816406,0.0004792213439941406
245,0.68,0,69,75,35,14,167.0,0,1,1,0,0,60.62585926055908,0.012415409088134766,7.772445678710938e-05,0.0005297660827636719,0.017058610916137695,0.0004813671112060547
246,0.68,0,71,77,36,16,139.52941176470588,0,1,1,0,0,60.6261305809021,0.012500524520874023,7.796287536621094e-05,0.0005619525909423828,0.017141103744506836,0.0004837512969970703
247,0.68,0,71,77,17,9,159.0,0,0,0,0,0,60.62624955177307,0.012572765350341797,7.843971252441406e-05,0.0005619525909423828,0.017141103744506836,0.00048613548278808594
248,0.66,0,71,77,18,9,120.7,0,0,0,0,0,60.62636685371399,0.012647151947021484,7.867813110351562e-05,0.0005619525909423828,0.017141103744506836,0.00048828125
249,0.66,0,71,77,35,19,153.68421052631578,0,0,0,0,0,60.626522064208984,0.012731313705444336,7.915496826171875e-05,0.0005619525909423828,0.017141103744506836,0.0004904270172119141
250,0.66,0,71,77,13,6,175.66666666666669,0,0,0,0,0,60.626625776290894,0.012801408767700195,7.939338684082031e-05,0.0005619525909423828,0.017141103744506836,0.0004923343658447266
251,0.66,0,71,77,18,14,144.06666666666666,0,0,0,0,0,60.6268036365509,0.012875556945800781,7.987022399902344e-05,0.0005619525909423828,0.017190217971801758,0.0004942417144775391
252,0.66,0,71,77,29,19,145.5,0,0,0,0,0,60.626948833465576,0.01295161247253418,8.0108642578125e-05,0.0005619525909423828,0.017190217971801758,0.0004963874816894531
253,0.68,0,71,77,15,7,166.0,0,0,0,0,0,60.627049922943115,0.013016939163208008,8.034706115722656e-05,0.0005619525909423828,0.017190217971801758,0.0004982948303222656
254,0.68,0,71,77,26,13,179.0,0,0,0,0,0,60.6271767616272,0.013092279434204102,8.058547973632812e-05,0.0005619525909423828,0.017190217971801758,0.0005004405975341797
255,0.68,0,71,77,36,18,147.31578947368422,0,0,0,0,0,60.62732410430908,0.01317453384399414,8.082389831542969e-05,0.0005619525909423828,0.017190217971801758,0.0005023479461669922
256,0.7,0,71,77,42,21,142.5909090909091,0,0,0,0,0,60.62748456001282,0.013262748718261719,8.106231689453125e-05,0.0005619525909423828,0.017190217971801758,0.0005040168762207031
257,0.7,0,71,77,20,11,137.91666666666669,0,0,0,0,0,60.62760353088379,0.01333475112915039,8.153915405273438e-05,0.0005619525909423828,0.017190217971801758,0.0005059242248535156
258,0.72,0,71,77,16,6,155.14285714285714,0,0,0,0,0,60.627726316452026,0.013406753540039062,8.177757263183594e-05,0.0005619525909423828,0.017190217971801758,0.0005080699920654297
259,0.7,0,71,77,35,16,147.52941176470588,0,0,0,0,0,60.62787580490112,0.01349329948425293,8.20159912109375e-05,0.0005619525909423828,0.017190217971801758,0.0005099773406982422
260,0.7,0,71,77,18,7,185.125,0,0,0,0,0,60.62803363800049,0.013566732406616211,8.249282836914062e-05,0.0005619525909423828,0.01723337173461914,0.0005118846893310547
261,0.7,0,71,77,17,15,159.9375,0,0,0,0,0,60.62816834449768,0.013643264770507812,8.296966552734375e-05,0.0005619525909423828,0.01723337173461914,0.0005140304565429688
262,0.7,0,71,77,23,8,171.22222222222223,0,0,0,0,0,60.6282901763916,0.013722419738769531,8.320808410644531e-05,0.0005619525909423828,0.01723337173461914,0.0005161762237548828
