Iteration,Accuracy (approx),Average Population Generality,Macropopulation Size,Micropopulation Size,Match Set Size,Action Set Size,Average Iteration Age of Action Set Classifiers,# Classifiers Subsumed in Iteration,# Crossover Operations Performed in Iteration,# Mutation Operations Performed in Iteration,# Covering Operations Performed in Iteration,# Deletion Operations Performed in Iteration,Total Global Time,Total Matching Time,Total Deletion Time,Total Subsumption Time,Total GA Time,Total Evaluation Time
4906,0.9,0.5849300322927892,690,1000,302,148,2590.1725888324872,1,0,1,0,2,64.3130955696106,2.216657876968384,0.08013510704040527,0.08730483055114746,0.1149599552154541,0.012398242950439453
4907,0.9,0.5849300322927892,690,1000,146,58,2782.9217391304346,0,0,0,0,0,64.31398844718933,2.21733021736145,0.08013558387756348,0.08730483055114746,0.1149599552154541,0.012401342391967773
4908,0.9,0.5849300322927892,690,1000,143,63,2810.8934426229507,0,0,0,0,0,64.31485557556152,2.2179782390594482,0.08013606071472168,0.08730483055114746,0.1149599552154541,0.012404441833496094
4909,0.9,0.5849300322927892,690,1000,154,84,2774.40404040404,0,0,0,0,0,64.31571841239929,2.2185871601104736,0.08013653755187988,0.08730483055114746,0.1149599552154541,0.012407064437866211
4910,0.9,0.5849300322927892,690,1000,199,90,2167.251968503937,0,0,0,0,0,64.31663990020752,2.2192273139953613,0.08013677597045898,0.08730483055114746,0.1149599552154541,0.012409448623657227
4911,0.88,0.5849300322927892,690,1000,204,91,2569.6875,0,0,0,0,0,64.31767535209656,2.2199525833129883,0.08013725280761719,0.08730483055114746,0.1149599552154541,0.012412071228027344
4912,0.88,0.5849300322927892,690,1000,115,50,2743.578125,0,0,0,0,0,64.31848073005676,2.220576047897339,0.08013772964477539,0.08730483055114746,0.1149599552154541,0.012414932250976562
4913,0.88,0.5849300322927892,690,1000,290,148,2643.0802139037432,0,0,0,0,0,64.31965923309326,2.2213215827941895,0.08013796806335449,0.08730483055114746,0.1149599552154541,0.01241755485534668
4914,0.88,0.5849300322927892,690,1000,268,140,2685.7586206896553,0,0,0,0,0,64.32080030441284,2.222055673599243,0.0801382064819336,0.08730483055114746,0.1149599552154541,0.012420177459716797
4915,0.88,0.5849300322927892,690,1000,292,127,2585.0548780487807,0,0,0,0,0,64.32201981544495,2.2228429317474365,0.0801389217376709,0.08730483055114746,0.1149599552154541,0.012422561645507812
4916,0.88,0.5849300322927892,690,1000,270,135,2733.4591194968552,0,0,0,0,0,64.3232045173645,2.2235970497131348,0.0801393985748291,0.08730483055114746,0.1149599552154541,0.012425422668457031
4917,0.88,0.5849300322927892,690,1000,273,135,2622.0535714285716,0,0,0,0,0,64.32445216178894,2.224395751953125,0.0801398754119873,0.08730483055114746,0.1149599552154541,0.012428045272827148
4918,0.88,0.5849300322927892,690,1000,180,100,2751.645390070922,0,0,0,0,0,64.32545971870422,2.2250797748565674,0.08014035224914551,0.08730483055114746,0.1149599552154541,0.012430667877197266
4919,0.88,0.5849300322927892,690,1000,156,67,3217.0373134328356,0,0,0,0,0,64.32631993293762,2.2257068157196045,0.08014059066772461,0.08730483055114746,0.1149599552154541,0.012433052062988281
4920,0.86,0.5849300322927892,690,1000,125,68,2954.3809523809523,0,0,0,0,0,64.32715010643005,2.226323366165161,0.08014106750488281,0.08730483055114746,0.1149599552154541,0.012435436248779297
4921,0.86,0.5849300322927892,690,1000,137,69,3216.8676470588234,0,0,0,0,0,64.32800006866455,2.226944923400879,0.08014130592346191,0.08730483055114746,0.1149599552154541,0.012437582015991211
4922,0.86,0.5849300322927892,690,1000,289,140,2539.6296296296296,0,0,0,0,0,64.32924771308899,2.227726936340332,0.08014178276062012,0.08730483055114746,0.1149599552154541,0.012439727783203125
4923,0.86,0.5849300322927892,690,1000,252,134,2499.103260869565,0,0,0,0,0,64.33043646812439,2.2284696102142334,0.08014249801635742,0.08730483055114746,0.1149599552154541,0.012442588806152344
4924,0.86,0.5849300322927892,690,1000,120,50,2248.72,0,0,0,0,0,64.33126068115234,2.2291131019592285,0.08014297485351562,0.08730483055114746,0.1149599552154541,0.012445211410522461
4925,0.86,0.5849300322927892,690,1000,186,84,2112.7520661157023,0,0,0,0,0,64.33220076560974,2.2297728061676025,0.08014345169067383,0.08730483055114746,0.1149599552154541,0.012447595596313477
4926,0.86,0.5849300322927892,689,1000,251,121,2570.407894736842,0,0,1,0,2,64.33447742462158,2.2305080890655518,0.08091402053833008,0.08751130104064941,0.11510539054870605,0.01244974136352539
4927,0.86,0.5849300322927892,689,1000,286,151,2543.0495049504952,0,0,0,0,0,64.33572101593018,2.2312848567962646,0.08091449737548828,0.08751130104064941,0.11510539054870605,0.012452840805053711
4928,0.86,0.5849300322927892,689,1000,217,112,2915.3829787234044,0,0,0,0,0,64.3367714881897,2.231999158859253,0.08091473579406738,0.08751130104064941,0.11510539054870605,0.01245570182800293
4929,0.86,0.5849300322927892,687,1000,267,133,2695.568047337278,1,0,1,0,2,64.33897018432617,2.2327802181243896,0.08167243003845215,0.08760476112365723,0.11522603034973145,0.012458562850952148
4930,0.86,0.5849300322927892,687,1000,276,134,2611.7218934911243,0,0,0,0,0,64.34016537666321,2.2335503101348877,0.08167290687561035,0.08760476112365723,0.11522603034973145,0.012461423873901367
4931,0.86,0.5849300322927892,687,1000,195,83,2984.5911949685533,0,0,0,0,0,64.34113073348999,2.234227180480957,0.08167338371276855,0.08760476112365723,0.11522603034973145,0.012464523315429688
4932,0.86,0.5849300322927892,687,1000,277,122,2715.8,0,0,0,0,0,64.34230899810791,2.2350053787231445,0.08167386054992676,0.08760476112365723,0.11522603034973145,0.012467384338378906
4933,0.86,0.5849300322927892,687,1000,189,95,3069.0471698113206,0,0,0,0,0,64.34331321716309,2.235682964324951,0.08167433738708496,0.08760476112365723,0.11522603034973145,0.012470245361328125
4934,0.86,0.5849300322927892,687,1000,285,127,2641.10843373494,0,0,0,0,0,64.3445291519165,2.2364628314971924,0.08167481422424316,0.08760476112365723,0.11522603034973145,0.01247262954711914
4935,0.86,0.5849300322927892,688,1000,163,70,2259.4457831325303,0,0,1,0,1,64.346595287323,2.237131357192993,0.08241844177246094,0.08788681030273438,0.11533927917480469,0.012475252151489258
4936,0.86,0.5849300322927892,688,1000,135,51,2993.776699029126,0,0,0,0,0,64.34757089614868,2.2378242015838623,0.08241891860961914,0.08788681030273438,0.11540794372558594,0.012478351593017578
4937,0.86,0.5849300322927892,688,1000,239,101,2819.655737704918,0,0,0,0,0,64.34872603416443,2.2386269569396973,0.08241939544677734,0.08788681030273438,0.11540794372558594,0.012481451034545898
4938,0.86,0.5849300322927892,688,1000,164,93,3222.5849056603774,0,0,0,0,0,64.34975385665894,2.2393314838409424,0.08241963386535645,0.08788681030273438,0.11540794372558594,0.012484550476074219
4939,0.86,0.5849300322927892,688,1000,140,57,2767.515625,0,0,1,0,2,64.35182404518127,2.240016460418701,0.08319616317749023,0.08817410469055176,0.115509033203125,0.012486934661865234
4940,0.86,0.5849300322927892,688,1000,270,127,2645.8395061728397,0,0,0,0,0,64.35304379463196,2.2408018112182617,0.08319664001464844,0.08817410469055176,0.115509033203125,0.012490034103393555
4941,0.86,0.5849300322927892,688,1000,184,88,2319.2833333333333,0,0,0,0,0,64.35410499572754,2.2414615154266357,0.08319735527038574,0.08817410469055176,0.11559939384460449,0.012493133544921875
4942,0.86,0.5849300322927892,688,1000,274,133,2773.9526627218934,0,0,0,0,0,64.3552598953247,2.2422118186950684,0.08319783210754395,0.08817410469055176,0.11559939384460449,0.012495994567871094
4943,0.86,0.5849300322927892,688,1000,267,143,2520.3298969072166,0,0,0,0,0,64.35647654533386,2.242971181869507,0.08319830894470215,0.08817410469055176,0.11559939384460449,0.012498617172241211
4944,0.86,0.5849300322927892,688,1000,114,55,2761.934426229508,0,0,0,0,0,64.35741257667542,2.243612766265869,0.08319902420043945,0.08817410469055176,0.11568379402160645,0.01250147819519043
4945,0.86,0.5849300322927892,688,1000,157,60,2931.116666666667,0,0,0,0,0,64.35830950737,2.2442729473114014,0.08319950103759766,0.08817410469055176,0.11568379402160645,0.01250457763671875
4946,0.84,0.5849300322927892,688,1000,117,53,2833.0491803278687,0,0,0,0,0,64.35907340049744,2.244856834411621,0.08319997787475586,0.08817410469055176,0.11568379402160645,0.012507200241088867
4947,0.84,0.5849300322927892,688,1000,281,132,2681.2916666666665,0,0,0,0,0,64.36022186279297,2.2455809116363525,0.08320045471191406,0.08817410469055176,0.11568379402160645,0.012509822845458984
4948,0.84,0.5849300322927892,688,1000,142,77,2750.1428571428573,0,0,0,0,0,64.36110138893127,2.2462077140808105,0.08320093154907227,0.08817410469055176,0.11568379402160645,0.012512445449829102
4949,0.84,0.5849300322927892,688,1000,265,122,2701.759493670886,0,0,0,0,0,64.36227679252625,2.2469918727874756,0.08320140838623047,0.08817410469055176,0.11568379402160645,0.012515068054199219
4950,0.84,0.5849300322927892,688,1000,157,81,2827.1758241758243,0,0,0,0,0,64.36323499679565,2.247673273086548,0.08320188522338867,0.08817410469055176,0.11568379402160645,0.012517690658569336
4951,0.84,0.5849300322927892,687,1000,180,96,2777.413043478261,0,0,1,0,2,64.36522841453552,2.248326539993286,0.08394670486450195,0.08835101127624512,0.11577510833740234,0.012520313262939453
4952,0.84,0.5849300322927892,686,1000,181,82,3018.446540880503,1,0,1,0,1,64.36705303192139,2.2490227222442627,0.08463096618652344,0.0883791446685791,0.11586260795593262,0.012539386749267578
4953,0.84,0.5849300322927892,686,1000,169,76,3343.0949367088606,0,0,0,0,0,64.36793565750122,2.24965763092041,0.08463168144226074,0.0883791446685791,0.11586260795593262,0.012542486190795898
4954,0.84,0.5849300322927892,686,1000,246,134,2707.964705882353,0,0,0,0,0,64.36906099319458,2.250369071960449,0.08463215827941895,0.0883791446685791,0.11586260795593262,0.012545108795166016
4955,0.84,0.5849300322927892,686,1000,121,50,2574.811320754717,0,0,0,0,0,64.36988043785095,2.251004695892334,0.08463263511657715,0.0883791446685791,0.11586260795593262,0.012548208236694336
4956,0.84,0.5849300322927892,686,1000,125,60,2465.760563380282,0,0,0,0,0,64.37069940567017,2.2516191005706787,0.08463311195373535,0.0883791446685791,0.11586260795593262,0.012551069259643555
4957,0.84,0.5849300322927892,686,1000,187,98,2920.9370078740158,0,0,0,0,0,64.37167763710022,2.2522833347320557,0.08463358879089355,0.0883791446685791,0.11586260795593262,0.012553691864013672
4958,0.84,0.5849300322927892,686,1000,144,85,2764.572727272727,0,0,0,0,0,64.37258839607239,2.2529220581054688,0.08463406562805176,0.0883791446685791,0.11586260795593262,0.01255655288696289
4959,0.84,0.5849300322927892,685,1000,277,135,2789.867816091954,0,0,1,0,2,64.37500023841858,2.2537519931793213,0.0853884220123291,0.08862757682800293,0.1159822940826416,0.012559175491333008
4960,0.84,0.5849300322927892,685,1000,286,133,2706.485549132948,0,0,0,0,0,64.37617349624634,2.2545132637023926,0.0853888988494873,0.08862757682800293,0.1159822940826416,0.012562036514282227
4961,0.84,0.5849300322927892,685,1000,131,41,2778.6326530612246,0,0,0,0,0,64.37693285942078,2.255110502243042,0.08538937568664551,0.08862757682800293,0.1159822940826416,0.012564897537231445
4962,0.82,0.5849300322927892,685,1000,188,82,2523.75,0,0,0,0,0,64.37794637680054,2.25584077835083,0.08539009094238281,0.08862757682800293,0.1159822940826416,0.012567758560180664
4963,0.82,0.5849300322927892,685,1000,229,132,2666.8988095238096,0,0,0,0,0,64.3791012763977,2.2566020488739014,0.08539032936096191,0.08862757682800293,0.1159822940826416,0.01257014274597168
4964,0.82,0.5849300322927892,685,1000,175,83,3047.8625,0,0,0,0,0,64.38007545471191,2.25727915763855,0.08539080619812012,0.08862757682800293,0.1159822940826416,0.012572765350341797
4965,0.82,0.5849300322927892,685,1000,241,110,2549.9246575342468,0,0,0,0,0,64.38134264945984,2.2580339908599854,0.08539128303527832,0.08862757682800293,0.1160883903503418,0.012575387954711914
4966,0.82,0.5849300322927892,685,1000,232,99,2551.4529914529912,0,0,0,0,0,64.38242053985596,2.2587642669677734,0.08539175987243652,0.08862757682800293,0.1160883903503418,0.012578487396240234
4967,0.82,0.5849300322927892,685,1000,274,135,2570.2648648648646,0,0,0,0,0,64.38358497619629,2.2595009803771973,0.08539223670959473,0.08862757682800293,0.1160883903503418,0.01258087158203125
4968,0.84,0.5849300322927892,685,1000,243,115,2840.8819444444443,0,0,0,0,0,64.38465905189514,2.260223627090454,0.08539247512817383,0.08862757682800293,0.1160883903503418,0.012583494186401367
4969,0.84,0.5849300322927892,683,1000,159,94,2907.685950413223,1,0,1,0,2,64.38655090332031,2.260901689529419,0.08615779876708984,0.0886683464050293,0.11618328094482422,0.012586116790771484
4970,0.84,0.5849300322927892,683,1000,160,78,2882.1452991452993,0,0,0,0,0,64.3875298500061,2.2615323066711426,0.08615851402282715,0.0886683464050293,0.11626172065734863,0.012589216232299805
4971,0.84,0.5849300322927892,683,1000,167,81,2937.943181818182,0,0,0,0,0,64.38844180107117,2.262171983718872,0.08615899085998535,0.0886683464050293,0.11626172065734863,0.012592077255249023
4972,0.84,0.5849300322927892,683,1000,88,37,2409.9245283018868,0,0,0,0,0,64.38915491104126,2.2627224922180176,0.08615946769714355,0.0886683464050293,0.11626172065734863,0.01259469985961914
4973,0.84,0.5849300322927892,683,1000,162,89,2910.082474226804,0,0,0,0,0,64.39012885093689,2.263409376144409,0.08616018295288086,0.0886683464050293,0.11626172065734863,0.01259756088256836
4974,0.84,0.5849300322927892,683,1000,182,98,3056.2844036697247,0,0,0,0,0,64.3911280632019,2.264103889465332,0.08616065979003906,0.0886683464050293,0.11626172065734863,0.012600183486938477
4975,0.84,0.5849300322927892,683,1000,249,103,2764.291044776119,0,0,0,0,0,64.39226484298706,2.264880657196045,0.08616113662719727,0.0886683464050293,0.11626172065734863,0.012602567672729492
4976,0.84,0.5849300322927892,683,1000,236,111,2678.825806451613,0,0,0,0,0,64.39353036880493,2.2656147480010986,0.08616161346435547,0.0886683464050293,0.11639666557312012,0.012605428695678711
4977,0.86,0.5849300322927892,683,1000,162,62,2813.7049180327867,0,0,0,0,0,64.39441013336182,2.266275405883789,0.08616185188293457,0.0886683464050293,0.11639666557312012,0.012608528137207031
4978,0.86,0.5849300322927892,683,1000,291,139,2678.1666666666665,0,0,0,0,0,64.39565539360046,2.267075300216675,0.08616232872009277,0.0886683464050293,0.11639666557312012,0.012611627578735352
4979,0.86,0.5849300322927892,683,1000,138,78,3049.708333333333,0,0,0,0,0,64.3965711593628,2.267707347869873,0.08616280555725098,0.0886683464050293,0.11639666557312012,0.01261448860168457
4980,0.86,0.5849300322927892,683,1000,146,49,3002.528846153846,0,0,0,0,0,64.39743208885193,2.2683582305908203,0.08616328239440918,0.0886683464050293,0.11639666557312012,0.012616872787475586
4981,0.86,0.5849300322927892,683,1000,287,146,2719.385026737968,0,0,0,0,0,64.39870190620422,2.269155263900757,0.08616375923156738,0.0886683464050293,0.11639666557312012,0.012619495391845703
4982,0.86,0.5849300322927892,683,1000,165,89,2597.809090909091,0,1,1,0,2,64.40079879760742,2.269805669784546,0.08689546585083008,0.08894824981689453,0.11652994155883789,0.01262211799621582
4983,0.86,0.5849300322927892,683,1000,147,80,2870.8172043010754,0,0,0,0,0,64.40172839164734,2.2704577445983887,0.08689594268798828,0.08894824981689453,0.11652994155883789,0.012624979019165039
4984,0.88,0.5849300322927892,683,1000,229,112,2722.872340425532,0,0,0,0,0,64.40284609794617,2.271209239959717,0.08689641952514648,0.08894824981689453,0.11652994155883789,0.012627840042114258
4985,0.88,0.5849300322927892,685,1000,272,134,2703.33918128655,0,1,0,0,0,64.40515470504761,2.2719829082489014,0.08757615089416504,0.0892341136932373,0.11666584014892578,0.012630462646484375
4986,0.88,0.5849300322927892,684,1000,132,52,3314.5535714285716,1,1,1,0,2,64.40702772140503,2.2726285457611084,0.08834552764892578,0.08937740325927734,0.11676478385925293,0.012633800506591797
4987,0.88,0.5849300322927892,684,1000,257,125,2713.3716216216217,0,0,0,0,0,64.40821146965027,2.273392677307129,0.08834624290466309,0.08937740325927734,0.11676478385925293,0.012637138366699219
4988,0.88,0.5849300322927892,684,1000,142,79,2652.2752293577983,0,1,1,0,2,64.41029024124146,2.274054765701294,0.08905935287475586,0.08968067169189453,0.1168828010559082,0.012640237808227539
4989,0.88,0.5849300322927892,684,1000,191,89,2914.2556390977443,0,0,0,0,0,64.41127276420593,2.274732828140259,0.08905982971191406,0.08968067169189453,0.1168828010559082,0.012643575668334961
4990,0.88,0.5849300322927892,684,1000,225,133,2659.664705882353,0,0,0,0,0,64.41240930557251,2.275474786758423,0.08906030654907227,0.08968067169189453,0.1168828010559082,0.012646198272705078
4991,0.88,0.5849300322927892,684,1000,266,126,2508.4576271186443,0,0,0,0,0,64.41361427307129,2.276233434677124,0.08906078338623047,0.08968067169189453,0.1168828010559082,0.012649059295654297
4992,0.88,0.5849300322927892,684,1000,175,82,2068.4504504504503,0,0,0,0,0,64.41460084915161,2.2769360542297363,0.08906102180480957,0.08968067169189453,0.1168828010559082,0.012652158737182617
4993,0.88,0.5849300322927892,684,1000,130,63,2125.684210526316,0,0,0,0,0,64.4154462814331,2.277566432952881,0.08906149864196777,0.08968067169189453,0.1168828010559082,0.012655019760131836
4994,0.88,0.5849300322927892,684,1000,229,118,2618.7261146496817,0,0,0,0,0,64.41652083396912,2.2782750129699707,0.08906173706054688,0.08968067169189453,0.1168828010559082,0.012657403945922852
4995,0.88,0.5849300322927892,684,1000,144,86,3252.4848484848485,0,0,0,0,0,64.41744685173035,2.2789318561553955,0.08906221389770508,0.08968067169189453,0.1168828010559082,0.012660026550292969
4996,0.88,0.5849300322927892,684,1000,266,136,2760.127167630058,0,0,0,0,0,64.41862988471985,2.2796952724456787,0.08906292915344238,0.08968067169189453,0.1168828010559082,0.012662887573242188
4997,0.88,0.5849300322927892,684,1000,167,98,3101.6141732283468,0,0,0,0,0,64.41957998275757,2.280341386795044,0.08906340599060059,0.08968067169189453,0.1168828010559082,0.012665748596191406
4998,0.88,0.5849300322927892,684,1000,142,82,2869.725,0,0,0,0,0,64.42052745819092,2.2809395790100098,0.08906388282775879,0.08968067169189453,0.11696958541870117,0.012668132781982422
4999,0.88,0.5880000000000022,684,1000,132,58,3422.03125,0,0,0,0,0,64.42145037651062,2.2815561294555664,0.0890645980834961,0.08968067169189453,0.11705660820007324,0.01267099380493164
